scenario,order_id,product,due_week,delivery_week,priority,delay_weeks,status,review_sequence
2,O00308,AP-100,19,20,2,1,Delivered late,93
2,O00309,AP-100,19,20,2,1,Delivered late,94
2,O00311,AP-200,19,20,2,1,Delivered late,95
2,O00313,AP-200,19,20,2,1,Delivered late,96
2,O00322,AP-100,20,21,2,1,Delivered late,97
2,O00325,AP-100,20,21,2,1,Delivered late,98
2,O00326,AP-100,20,21,2,1,Delivered late,99
2,O00331,AP-200,20,21,2,1,Delivered late,100
2,O00332,AP-200,20,21,2,1,Delivered late,101
2,O00333,AP-300,20,21,2,1,Delivered late,102
2,O00334,AP-300,20,21,2,1,Delivered late,103
2,O00339,AP-100,21,22,2,1,Delivered late,104
2,O00341,AP-100,21,22,2,1,Delivered late,105
2,O00344,AP-100,21,22,2,1,Delivered late,106
2,O00345,AP-100,21,22,2,1,Delivered late,107
2,O00348,AP-200,21,22,2,1,Delivered late,108
2,O00350,AP-200,21,22,2,1,Delivered late,109
2,O00351,AP-300,21,22,2,1,Delivered late,110
2,O00359,AP-100,22,23,2,1,Delivered late,111
2,O00362,AP-100,22,23,2,1,Delivered late,112
2,O00364,AP-100,22,23,2,1,Delivered late,113
2,O00365,AP-200,22,23,2,1,Delivered late,114
2,O00368,AP-200,22,23,2,1,Delivered late,115
2,O00377,AP-100,23,24,2,1,Delivered late,116
2,O00378,AP-100,23,24,2,1,Delivered late,117
2,O00381,AP-100,23,24,2,1,Delivered late,118
2,O00384,AP-200,23,24,2,1,Delivered late,119
2,O00386,AP-200,23,24,2,1,Delivered late,120
2,O00392,AP-100,24,25,2,1,Delivered late,121
2,O00393,AP-100,24,25,2,1,Delivered late,122
2,O00394,AP-100,24,25,2,1,Delivered late,123
2,O00395,AP-100,24,25,2,1,Delivered late,124
2,O00396,AP-100,24,25,2,1,Delivered late,125
2,O00398,AP-100,24,25,2,1,Delivered late,126
2,O00405,AP-300,24,25,2,1,Delivered late,127
2,O00409,AP-100,25,26,2,1,Delivered late,128
2,O00411,AP-100,25,26,2,1,Delivered late,129
2,O00412,AP-100,25,26,2,1,Delivered late,130
2,O00413,AP-100,25,26,2,1,Delivered late,131
2,O00414,AP-100,25,26,2,1,Delivered late,132
2,O00415,AP-100,25,26,2,1,Delivered late,133
2,O00417,AP-100,25,26,2,1,Delivered late,134
2,O00418,AP-100,25,26,2,1,Delivered late,135
2,O00419,AP-200,25,26,2,1,Delivered late,136
2,O00420,AP-200,25,26,2,1,Delivered late,137
2,O00421,AP-200,25,26,2,1,Delivered late,138
2,O00424,AP-300,25,26,2,1,Delivered late,139
2,O00243,AP-300,15,16,3,1,Delivered late,140
2,O00256,AP-100,16,17,3,1,Delivered late,141
2,O00275,AP-200,17,18,3,1,Delivered late,142
2,O00290,AP-100,18,19,3,1,Delivered late,143
2,O00291,AP-100,18,19,3,1,Delivered late,144
2,O00298,AP-300,18,19,3,1,Delivered late,145
2,O00305,AP-100,19,20,3,1,Delivered late,146
2,O00306,AP-100,19,20,3,1,Delivered late,147
2,O00310,AP-100,19,20,3,1,Delivered late,148
2,O00312,AP-200,19,20,3,1,Delivered late,149
2,O00315,AP-300,19,20,3,1,Delivered late,150
2,O00324,AP-100,20,21,3,1,Delivered late,151
2,O00328,AP-100,20,21,3,1,Delivered late,152
2,O00330,AP-200,20,21,3,1,Delivered late,153
2,O00342,AP-100,21,22,3,1,Delivered late,154
2,O00347,AP-200,21,22,3,1,Delivered late,155
2,O00358,AP-100,22,23,3,1,Delivered late,156
2,O00361,AP-100,22,23,3,1,Delivered late,157
2,O00366,AP-200,22,23,3,1,Delivered late,158
2,O00367,AP-200,22,23,3,1,Delivered late,159
2,O00369,AP-300,22,23,3,1,Delivered late,160
2,O00379,AP-100,23,24,3,1,Delivered late,161
2,O00383,AP-200,23,24,3,1,Delivered late,162
2,O00387,AP-300,23,24,3,1,Delivered late,163
2,O00388,AP-300,23,24,3,1,Delivered late,164
2,O00399,AP-100,24,25,3,1,Delivered late,165
2,O00400,AP-100,24,25,3,1,Delivered late,166
2,O00401,AP-200,24,25,3,1,Delivered late,167
2,O00402,AP-200,24,25,3,1,Delivered late,168
2,O00404,AP-200,24,25,3,1,Delivered late,169
2,O00416,AP-100,25,26,3,1,Delivered late,170
2,O00422,AP-200,25,26,3,1,Delivered late,171
3,O00284,AP-100,18,,3,8,Open at horizon,1
3,O00290,AP-100,18,,3,8,Open at horizon,2
3,O00291,AP-100,18,,3,8,Open at horizon,3
3,O00298,AP-300,18,,3,8,Open at horizon,4
3,O00299,AP-100,19,,3,7,Open at horizon,5
3,O00301,AP-100,19,,3,7,Open at horizon,6
3,O00302,AP-100,19,,3,7,Open at horizon,7
3,O00305,AP-100,19,,3,7,Open at horizon,8
3,O00306,AP-100,19,,3,7,Open at horizon,9
3,O00310,AP-100,19,,3,7,Open at horizon,10
3,O00312,AP-200,19,,3,7,Open at horizon,11
3,O00315,AP-300,19,,3,7,Open at horizon,12
3,O00319,AP-100,20,,3,6,Open at horizon,13
3,O00321,AP-100,20,,3,6,Open at horizon,14
3,O00324,AP-100,20,,3,6,Open at horizon,15
3,O00328,AP-100,20,,3,6,Open at horizon,16
3,O00330,AP-200,20,,3,6,Open at horizon,17
3,O00335,AP-100,21,,3,5,Open at horizon,18
3,O00338,AP-100,21,,3,5,Open at horizon,19
3,O00342,AP-100,21,,3,5,Open at horizon,20
3,O00347,AP-200,21,,3,5,Open at horizon,21
3,O00354,AP-100,22,,3,4,Open at horizon,22
3,O00357,AP-100,22,,3,4,Open at horizon,23
3,O00358,AP-100,22,,3,4,Open at horizon,24
3,O00361,AP-100,22,,3,4,Open at horizon,25
3,O00366,AP-200,22,,3,4,Open at horizon,26
3,O00367,AP-200,22,,3,4,Open at horizon,27
3,O00369,AP-300,22,,3,4,Open at horizon,28
3,O00379,AP-100,23,,3,3,Open at horizon,29
3,O00383,AP-200,23,,3,3,Open at horizon,30
3,O00387,AP-300,23,,3,3,Open at horizon,31
3,O00388,AP-300,23,,3,3,Open at horizon,32
3,O00399,AP-100,24,,3,2,Open at horizon,33
3,O00400,AP-100,24,,3,2,Open at horizon,34
3,O00401,AP-200,24,,3,2,Open at horizon,35
3,O00402,AP-200,24,,3,2,Open at horizon,36
3,O00404,AP-200,24,,3,2,Open at horizon,37
3,O00408,AP-100,25,,3,1,Open at horizon,38
3,O00416,AP-100,25,,3,1,Open at horizon,39
3,O00422,AP-200,25,,3,1,Open at horizon,40
3,O00425,AP-100,26,,3,0,Open at horizon,41
3,O00433,AP-100,26,,3,0,Open at horizon,42
3,O00434,AP-100,26,,3,0,Open at horizon,43
3,O00240,AP-200,15,16,2,1,Delivered late,44
3,O00242,AP-200,15,16,2,1,Delivered late,45
3,O00244,AP-300,15,16,2,1,Delivered late,46
3,O00255,AP-100,16,17,2,1,Delivered late,47
3,O00257,AP-200,16,17,2,1,Delivered late,48
3,O00259,AP-200,16,17,2,1,Delivered late,49
3,O00260,AP-200,16,17,2,1,Delivered late,50
3,O00262,AP-300,16,17,2,1,Delivered late,51
3,O00268,AP-100,17,18,2,1,Delivered late,52
3,O00271,AP-100,17,18,2,1,Delivered late,53
3,O00272,AP-100,17,18,2,1,Delivered late,54
3,O00273,AP-100,17,18,2,1,Delivered late,55
3,O00277,AP-200,17,18,2,1,Delivered late,56
3,O00278,AP-200,17,18,2,1,Delivered late,57
3,O00279,AP-300,17,18,2,1,Delivered late,58
3,O00280,AP-300,17,19,2,2,Delivered late,59
3,O00283,AP-100,18,19,2,1,Delivered late,60
3,O00285,AP-100,18,19,2,1,Delivered late,61
3,O00286,AP-100,18,19,2,1,Delivered late,62
3,O00288,AP-100,18,19,2,1,Delivered late,63
3,O00289,AP-100,18,19,2,1,Delivered late,64
3,O00292,AP-100,18,19,2,1,Delivered late,65
3,O00294,AP-200,18,19,2,1,Delivered late,66
3,O00295,AP-200,18,19,2,1,Delivered late,67
3,O00296,AP-200,18,19,2,1,Delivered late,68
3,O00297,AP-300,18,19,2,1,Delivered late,69
3,O00307,AP-100,19,20,2,1,Delivered late,70
3,O00308,AP-100,19,20,2,1,Delivered late,71
3,O00309,AP-100,19,20,2,1,Delivered late,72
3,O00311,AP-200,19,20,2,1,Delivered late,73
3,O00313,AP-200,19,20,2,1,Delivered late,74
3,O00334,AP-300,20,21,2,1,Delivered late,75
3,O00223,AP-200,14,21,3,7,Delivered late,76
3,O00232,AP-100,15,21,3,6,Delivered late,77
3,O00233,AP-100,15,22,3,7,Delivered late,78
3,O00239,AP-200,15,22,3,7,Delivered late,79
3,O00241,AP-200,15,22,3,7,Delivered late,80
3,O00243,AP-300,15,22,3,7,Delivered late,81
3,O00245,AP-100,16,22,3,6,Delivered late,82
3,O00246,AP-100,16,23,3,7,Delivered late,83
3,O00247,AP-100,16,23,3,7,Delivered late,84
3,O00252,AP-100,16,24,3,8,Delivered late,85
3,O00256,AP-100,16,24,3,8,Delivered late,86
3,O00263,AP-100,17,24,3,7,Delivered late,87
3,O00264,AP-100,17,25,3,8,Delivered late,88
3,O00265,AP-100,17,25,3,8,Delivered late,89
3,O00267,AP-100,17,26,3,9,Delivered late,90
3,O00275,AP-200,17,26,3,9,Delivered late,91
3,O00282,AP-100,18,26,3,8,Delivered late,92
4,O00366,AP-200,22,,3,4,Open at horizon,1
4,O00367,AP-200,22,,3,4,Open at horizon,2
4,O00369,AP-300,22,,3,4,Open at horizon,3
4,O00379,AP-100,23,,3,3,Open at horizon,4
4,O00383,AP-200,23,,3,3,Open at horizon,5
4,O00387,AP-300,23,,3,3,Open at horizon,6
4,O00388,AP-300,23,,3,3,Open at horizon,7
4,O00399,AP-100,24,,3,2,Open at horizon,8
4,O00400,AP-100,24,,3,2,Open at horizon,9
4,O00401,AP-200,24,,3,2,Open at horizon,10
4,O00402,AP-200,24,,3,2,Open at horizon,11
4,O00404,AP-200,24,,3,2,Open at horizon,12
4,O00408,AP-100,25,,3,1,Open at horizon,13
4,O00416,AP-100,25,,3,1,Open at horizon,14
4,O00422,AP-200,25,,3,1,Open at horizon,15
4,O00425,AP-100,26,,3,0,Open at horizon,16
4,O00433,AP-100,26,,3,0,Open at horizon,17
4,O00434,AP-100,26,,3,0,Open at horizon,18
4,O00223,AP-200,14,15,3,1,Delivered late,19
4,O00241,AP-200,15,16,3,1,Delivered late,20
4,O00243,AP-300,15,16,3,1,Delivered late,21
4,O00247,AP-100,16,17,3,1,Delivered late,22
4,O00252,AP-100,16,17,3,1,Delivered late,23
4,O00256,AP-100,16,17,3,1,Delivered late,24
4,O00263,AP-100,17,18,3,1,Delivered late,25
4,O00264,AP-100,17,18,3,1,Delivered late,26
4,O00265,AP-100,17,18,3,1,Delivered late,27
4,O00267,AP-100,17,19,3,2,Delivered late,28
4,O00275,AP-200,17,19,3,2,Delivered late,29
4,O00282,AP-100,18,19,3,1,Delivered late,30
4,O00284,AP-100,18,19,3,1,Delivered late,31
4,O00290,AP-100,18,19,3,1,Delivered late,32
4,O00291,AP-100,18,19,3,1,Delivered late,33
4,O00298,AP-300,18,20,3,2,Delivered late,34
4,O00299,AP-100,19,20,3,1,Delivered late,35
4,O00301,AP-100,19,20,3,1,Delivered late,36
4,O00302,AP-100,19,20,3,1,Delivered late,37
4,O00305,AP-100,19,21,3,2,Delivered late,38
4,O00306,AP-100,19,21,3,2,Delivered late,39
4,O00310,AP-100,19,21,3,2,Delivered late,40
4,O00312,AP-200,19,22,3,3,Delivered late,41
4,O00315,AP-300,19,22,3,3,Delivered late,42
4,O00319,AP-100,20,22,3,2,Delivered late,43
4,O00321,AP-100,20,22,3,2,Delivered late,44
4,O00324,AP-100,20,22,3,2,Delivered late,45
4,O00328,AP-100,20,23,3,3,Delivered late,46
4,O00330,AP-200,20,23,3,3,Delivered late,47
4,O00335,AP-100,21,24,3,3,Delivered late,48
4,O00338,AP-100,21,24,3,3,Delivered late,49
4,O00342,AP-100,21,24,3,3,Delivered late,50
4,O00347,AP-200,21,25,3,4,Delivered late,51
4,O00354,AP-100,22,25,3,3,Delivered late,52
4,O00357,AP-100,22,26,3,4,Delivered late,53
4,O00358,AP-100,22,26,3,4,Delivered late,54
4,O00361,AP-100,22,26,3,4,Delivered late,55
